"treatment","Trait","groups","combi","trait","BBCH","Year"
"220_Split_Early_Potenzial",378.69,"ab","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"176_Combined_Early_Patras",378.68,"ab","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"176_Combined_Early_Pionier",378.68,"ab","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"176_Combined_Early_Potenzial",378.68,"ab","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"220_Combined_Early_Alves",378.68,"ab","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"176_Combined_Early_Alves",378.67,"ab","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"176_Combined_Early_Torrild",378.67,"ab","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"176_Split_Early_Esket",378.67,"ab","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"176_Split_Early_Patras",378.67,"ab","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"176_Split_Early_Potenzial",378.67,"ab","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"176_Split_Early_Torrild",378.67,"ab","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"220_Combined_Early_Patras",378.67,"ab","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"220_Combined_Early_Potenzial",378.67,"ab","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"220_Split_Early_Torrild",378.67,"ab","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"220_Combined_Early_Torrild",378.64,"b","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"176_Split_Early_Alves",378.61,"b","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"220_Combined_Late_Capone",362.55,"c","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"220_Combined_Late_Pionier",360.196666666667,"cd","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"220_Split_Late_Apertus",360.196666666667,"cd","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"220_Split_Late_Capone",360.196666666667,"cd","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"220_Split_Late_Pionier",360.196666666667,"cd","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"176_Combined_Late_Apertus",360.186666666667,"cd","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"176_Split_Late_Capone",360.186666666667,"cd","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"220_Combined_Late_Esket",357.843333333333,"cd","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"176_Combined_Late_Capone",357.833333333333,"cd","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"220_Combined_Late_Apertus",357.833333333333,"cd","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"176_Split_Late_Pionier",357.823333333333,"cd","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"176_Combined_Late_Pionier",355.47,"d","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"176_Split_Late_Esket",355.46,"d","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"176_Split_Late_Potenzial",355.46,"d","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"220_Combined_Late_Potenzial",355.46,"d","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"220_Combined_Late_Torrild",355.46,"d","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"220_Split_Late_Esket",355.46,"d","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"220_Split_Late_Patras",355.46,"d","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"220_Split_Late_Potenzial",355.46,"d","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"176_Combined_Late_Esket",355.45,"d","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"176_Combined_Late_Torrild",355.45,"d","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"176_Split_Late_Apertus",355.45,"d","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"176_Split_Late_Torrild",355.45,"d","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"220_Split_Late_Torrild",355.45,"d","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"176_Combined_Late_Patras",355.44,"d","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"220_Combined_Late_Alves",355.44,"d","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"220_Combined_Late_Patras",355.44,"d","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"220_Split_Late_Alves",355.44,"d","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"176_Combined_Late_Alves",355.43,"d","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"176_Combined_Late_Potenzial",355.43,"d","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"176_Split_Late_Alves",355.43,"d","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"176_Split_Late_Patras",355.43,"d","nitrogen:appl:timeid:var","Acc_Percipitation","87",2021
"Patras",453.207165,"a","var","Acc_Radiation","13
23",2021
"Torrild",420.14004,"ab","var","Acc_Radiation","13
23",2021
"Apertus",392.491995,"bc","var","Acc_Radiation","13
23",2021
"Capone",388.004685,"bc","var","Acc_Radiation","13
23",2021
"Alves",386.765985,"bc","var","Acc_Radiation","13
23",2021
"Potenzial",386.637045,"bc","var","Acc_Radiation","13
23",2021
"Pionier",382.38219,"bc","var","Acc_Radiation","13
23",2021
"Esket",341.339025,"c","var","Acc_Radiation","13
23",2021
"Patras",740.13972,"a","var","Acc_Radiation","23",2021
"Torrild",706.33473,"ab","var","Acc_Radiation","23",2021
"Apertus",677.94882,"bc","var","Acc_Radiation","23",2021
"Capone",676.41297,"bc","var","Acc_Radiation","23",2021
"Potenzial",673.5696,"bc","var","Acc_Radiation","23",2021
"Alves",672.22281,"bc","var","Acc_Radiation","23",2021
"Pionier",668.57688,"bc","var","Acc_Radiation","23",2021
"Esket",627.6864,"c","var","Acc_Radiation","23",2021
"Apertus",580.99461,"a","var","Acc_Radiation","23
31",2021
"Pionier",541.88511,"ab","var","Acc_Radiation","23
31",2021
"Esket",501.21894,"b","var","Acc_Radiation","23
31",2021
"Capone",499.02309,"b","var","Acc_Radiation","23
31",2021
"Potenzial",486.35622,"b","var","Acc_Radiation","23
31",2021
"Alves",470.85762,"bc","var","Acc_Radiation","23
31",2021
"Patras",398.21568,"cd","var","Acc_Radiation","23
31",2021
"Torrild",388.16025,"d","var","Acc_Radiation","23
31",2021
"Apertus",1258.94343,"a","var","Acc_Radiation","31",2021
"Pionier",1210.46199,"ab","var","Acc_Radiation","31",2021
"Capone",1175.43606,"bc","var","Acc_Radiation","31",2021
"Potenzial",1159.92582,"bc","var","Acc_Radiation","31",2021
"Alves",1143.08043,"bc","var","Acc_Radiation","31",2021
"Patras",1138.3554,"bc","var","Acc_Radiation","31",2021
"Esket",1128.90534,"c","var","Acc_Radiation","31",2021
"Torrild",1094.49498,"c","var","Acc_Radiation","31",2021
"Torrild",545.659635,"a","var","Acc_Radiation","31
41",2021
"Esket",515.37537,"ab","var","Acc_Radiation","31
41",2021
"Capone",499.5249,"ab","var","Acc_Radiation","31
41",2021
"Alves",492.94809,"ab","var","Acc_Radiation","31
41",2021
"Pionier",487.662765,"ab","var","Acc_Radiation","31
41",2021
"Potenzial",484.885815,"ab","var","Acc_Radiation","31
41",2021
"Patras",459.271605,"b","var","Acc_Radiation","31
41",2021
"Apertus",458.95476,"b","var","Acc_Radiation","31
41",2021
"220_Split_Early_Apertus",598.6482,"a","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"176_Split_Early_Capone",584.26752,"ab","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"220_Split_Early_Pionier",569.88684,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"176_Split_Early_Patras",565.08912,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"176_Split_Early_Torrild",565.08912,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"220_Split_Early_Torrild",565.08912,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"176_Combined_Late_Torrild",555.50616,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"220_Split_Early_Capone",555.50616,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"176_Split_Late_Torrild",551.25876,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"176_Combined_Late_Esket",546.46728,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"220_Combined_Late_Torrild",546.46728,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"176_Combined_Late_Alves",532.0866,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"176_Combined_Late_Capone",532.0866,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"176_Split_Late_Esket",532.0866,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"220_Split_Late_Capone",532.0866,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"220_Split_Late_Esket",532.0866,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"176_Combined_Early_Torrild",532.08036,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"220_Combined_Early_Esket",532.08036,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"220_Combined_Early_Torrild",532.08036,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"176_Split_Early_Alves",527.28888,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"176_Split_Early_Esket",527.28888,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"220_Split_Early_Esket",527.28888,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"220_Split_Early_Potenzial",527.28888,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"176_Combined_Early_Potenzial",522.4974,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"176_Combined_Early_Pionier",517.70592,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"176_Split_Early_Pionier",517.70592,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"176_Split_Late_Potenzial",517.70592,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"220_Combined_Early_Pionier",517.70592,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"220_Split_Late_Torrild",517.70592,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"176_Split_Late_Alves",499.07784,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"220_Split_Late_Alves",499.07784,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"220_Split_Late_Potenzial",499.07784,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"220_Split_Early_Alves",494.28012,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"176_Combined_Early_Alves",489.48864,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"176_Combined_Early_Esket",489.48864,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"176_Split_Early_Potenzial",489.48864,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"176_Split_Late_Capone",483.60516,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"220_Combined_Late_Alves",483.60516,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"220_Combined_Late_Capone",469.22448,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"220_Combined_Late_Potenzial",469.22448,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"176_Combined_Late_Patras",466.06908,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"176_Split_Late_Apertus",463.88508,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"176_Split_Late_Pionier",463.88508,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"220_Combined_Late_Apertus",463.88508,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"176_Combined_Early_Patras",456.47988,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"220_Combined_Early_Patras",456.47988,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"220_Split_Early_Patras",456.47988,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"220_Combined_Early_Capone",451.6884,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"220_Combined_Early_Potenzial",451.6884,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"220_Combined_Late_Patras",451.6884,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"176_Combined_Late_Pionier",449.5044,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"176_Split_Early_Apertus",449.5044,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"220_Combined_Early_Apertus",449.5044,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"220_Split_Late_Pionier",449.5044,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"220_Combined_Late_Esket",436.21572,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"220_Combined_Early_Alves",418.67964,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"220_Split_Late_Patras",418.67964,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"176_Combined_Early_Apertus",415.40364,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"176_Combined_Late_Apertus",415.40364,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"220_Combined_Late_Pionier",415.40364,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"220_Split_Late_Apertus",415.40364,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"176_Split_Late_Patras",403.20696,"bc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"176_Combined_Late_Potenzial",402.11496,"bc","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"176_Combined_Early_Capone",387.73428,"c","nitrogen:appl:timeid:var","Acc_Radiation","31
41",2021
"Torrild",792.44373,"a","var","Acc_Radiation","31
61",2021
"Capone",770.65935,"a","var","Acc_Radiation","31
61",2021
"Esket",770.565645,"a","var","Acc_Radiation","31
61",2021
"Alves",744.05358,"ab","var","Acc_Radiation","31
61",2021
"Patras",741.51966,"ab","var","Acc_Radiation","31
61",2021
"Potenzial",717.030465,"ab","var","Acc_Radiation","31
61",2021
"Pionier",709.73337,"ab","var","Acc_Radiation","31
61",2021
"Apertus",665.96103,"b","var","Acc_Radiation","31
61",2021
"220_Combined_Early_Esket",844.69608,"a","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"220_Split_Early_Torrild",834.88728,"a","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"176_Split_Early_Capone",825.6048,"ab","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"220_Split_Early_Capone",825.6048,"ab","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"176_Split_Late_Torrild",806.7684,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"220_Split_Early_Apertus",806.7684,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"176_Combined_Early_Torrild",801.72828,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"176_Split_Early_Patras",801.72828,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"176_Split_Early_Torrild",801.72828,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"220_Combined_Early_Torrild",801.72828,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"176_Split_Early_Esket",792.57324,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"220_Split_Early_Alves",792.57324,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"220_Split_Early_Esket",792.57324,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"176_Combined_Late_Torrild",787.932,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"176_Combined_Late_Capone",787.80456,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"176_Combined_Late_Esket",787.80456,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"176_Split_Late_Esket",787.80456,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"220_Split_Late_Capone",787.80456,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"176_Split_Early_Alves",778.25064,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"220_Split_Early_Potenzial",778.25064,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"220_Split_Early_Pionier",769.0956,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"220_Combined_Early_Capone",768.96816,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"220_Combined_Early_Pionier",768.96816,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"220_Split_Late_Patras",768.96816,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"176_Combined_Early_Alves",754.773,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"220_Combined_Late_Torrild",754.64556,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"176_Combined_Early_Pionier",750.13176,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"176_Split_Late_Potenzial",750.13176,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"220_Combined_Late_Patras",750.13176,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"220_Split_Late_Esket",750.13176,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"220_Split_Late_Potenzial",750.13176,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"220_Split_Late_Torrild",750.13176,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"220_Split_Early_Patras",740.4504,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"176_Split_Late_Capone",739.32312,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"220_Combined_Late_Capone",739.32312,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"176_Combined_Late_Patras",735.80916,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"176_Combined_Late_Alves",731.29536,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"176_Split_Early_Pionier",731.29536,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"176_Split_Late_Alves",731.29536,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"220_Combined_Early_Alves",731.29536,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"220_Split_Late_Alves",731.29536,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"176_Combined_Early_Esket",726.1278,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"176_Combined_Early_Patras",726.1278,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"176_Combined_Early_Potenzial",726.1278,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"176_Split_Early_Potenzial",726.1278,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"220_Combined_Early_Patras",726.1278,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"220_Combined_Early_Potenzial",702.65016,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"220_Combined_Late_Alves",701.65032,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"176_Combined_Early_Capone",690.84168,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"176_Combined_Late_Pionier",690.84168,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"176_Split_Late_Pionier",690.84168,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"176_Split_Late_Patras",682.81392,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"220_Combined_Late_Esket",682.81392,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"220_Combined_Late_Potenzial",682.81392,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
"176_Split_Early_Apertus",672.00528,"abc","nitrogen:appl:timeid:var","Acc_Radiation","31
61",2021
