"treatment","Trait","groups","combi","trait","Year","part","BBCH","group"
"220_Split_Apertus",5.04874997475625,"ab","nitrogen:appl:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"176_Combined_Patras",4.9094999754525,"ab","nitrogen:appl:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"220_Split_Capone",4.39874997800625,"ab","nitrogen:appl:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"176_Combined_Apertus",4.296999978515,"ab","nitrogen:appl:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"176_Combined_Alves",4.27424997862875,"ab","nitrogen:appl:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"220_Split_Torrild",4.17399997913,"ab","nitrogen:appl:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"220_Split_Pionier",4.04799997976,"ab","nitrogen:appl:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"176_Combined_Pionier",3.99574998002125,"ab","nitrogen:appl:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"176_Combined_Potenzial",3.8994999805025,"ab","nitrogen:appl:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"220_Split_Potenzial",3.738999981305,"ab","nitrogen:appl:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"176_Split_Apertus",3.56074998219625,"ab","nitrogen:appl:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"176_Combined_Capone",3.390999983045,"ab","nitrogen:appl:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"220_Combined_Pionier",3.12599998437,"ab","nitrogen:appl:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"176_Split_Esket",3.02174998489125,"ab","nitrogen:appl:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"176_Split_Pionier",2.89674998551625,"ab","nitrogen:appl:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"176_Split_Potenzial",2.884999985575,"ab","nitrogen:appl:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"176_Combined_Esket",2.81199998594,"ab","nitrogen:appl:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"176_Combined_Torrild",2.6874999865625,"ab","nitrogen:appl:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"176_Split_Patras",2.46924998765375,"b","nitrogen:appl:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"220_Early_Alves",8.49224995753875,"a","nitrogen:timeid:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"220_Early_Patras",7.17624996411875,"ab","nitrogen:timeid:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"176_Early_Alves",6.1084999694575,"abc","nitrogen:timeid:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"220_Early_Esket",6.04399996978,"abc","nitrogen:timeid:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"220_Early_Potenzial",5.75524997122375,"abcd","nitrogen:timeid:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"220_Late_Apertus",5.63574997182125,"abcd","nitrogen:timeid:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"176_Late_Torrild",5.40324997298375,"abcd","nitrogen:timeid:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"176_Late_Alves",5.35074997324625,"abcd","nitrogen:timeid:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"220_Late_Torrild",5.326999973365,"abcd","nitrogen:timeid:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"220_Early_Capone",5.16374997418125,"abcd","nitrogen:timeid:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"220_Early_Apertus",5.16224997418875,"abcd","nitrogen:timeid:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"220_Late_Esket",5.11774997441125,"abcd","nitrogen:timeid:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"176_Early_Torrild",5.0204999748975,"abcd","nitrogen:timeid:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"176_Late_Patras",4.99199997504,"abcd","nitrogen:timeid:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"176_Late_Capone",4.89774997551125,"abcd","nitrogen:timeid:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"220_Early_Torrild",4.6454999767725,"abcd","nitrogen:timeid:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"220_Late_Capone",4.6074999769625,"abcd","nitrogen:timeid:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"176_Late_Apertus",4.51074997744625,"abcd","nitrogen:timeid:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"176_Early_Esket",4.2244999788775,"abcd","nitrogen:timeid:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"220_Late_Alves",3.9134999804325,"bcd","nitrogen:timeid:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"220_Late_Patras",3.90924998045375,"bcd","nitrogen:timeid:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"220_Late_Pionier",3.88124998059375,"bcd","nitrogen:timeid:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"176_Late_Potenzial",3.76799998116,"bcd","nitrogen:timeid:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"220_Late_Potenzial",3.756999981215,"bcd","nitrogen:timeid:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"176_Early_Capone",3.59424998202875,"bcd","nitrogen:timeid:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"176_Late_Pionier",3.532999982335,"bcd","nitrogen:timeid:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"176_Early_Pionier",3.3594999832025,"bcd","nitrogen:timeid:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"176_Early_Apertus",3.346999983265,"bcd","nitrogen:timeid:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"220_Early_Pionier",3.29274998353625,"bcd","nitrogen:timeid:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"176_Early_Potenzial",3.0164999849175,"bcd","nitrogen:timeid:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"176_Early_Patras",2.38674998806625,"cd","nitrogen:timeid:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"176_Late_Esket",1.60924999195375,"d","nitrogen:timeid:var","pre61_DM","DFG2020",NA,"61_87","biomass"
"220_Combined",0.453036045998437,"a","nitrogen:appl","pre61_DM_rel","DFG2020",NA,"61_87","biomass"
"176_Split",0.407762644571479,"ab","nitrogen:appl","pre61_DM_rel","DFG2020",NA,"61_87","biomass"
"220_Split",0.396255759043544,"ab","nitrogen:appl","pre61_DM_rel","DFG2020",NA,"61_87","biomass"
"176_Combined",0.362570461231784,"b","nitrogen:appl","pre61_DM_rel","DFG2020",NA,"61_87","biomass"
"176_Split_Torrild",0.726368122634883,"a","nitrogen:appl:var","pre61_DM_rel","DFG2020",NA,"61_87","biomass"
"176_Split_Alves",0.684205696237672,"a","nitrogen:appl:var","pre61_DM_rel","DFG2020",NA,"61_87","biomass"
"220_Split_Alves",0.578425312756174,"a","nitrogen:appl:var","pre61_DM_rel","DFG2020",NA,"61_87","biomass"
"220_Combined_Potenzial",0.562278542998344,"a","nitrogen:appl:var","pre61_DM_rel","DFG2020",NA,"61_87","biomass"
"220_Combined_Alves",0.536171504267275,"a","nitrogen:appl:var","pre61_DM_rel","DFG2020",NA,"61_87","biomass"
"176_Split_Capone",0.514618647690071,"a","nitrogen:appl:var","pre61_DM_rel","DFG2020",NA,"61_87","biomass"
"176_Combined_Patras",0.484471430387124,"a","nitrogen:appl:var","pre61_DM_rel","DFG2020",NA,"61_87","biomass"
"220_Combined_Esket",0.482137496585331,"a","nitrogen:appl:var","pre61_DM_rel","DFG2020",NA,"61_87","biomass"
"220_Combined_Apertus",0.472865750749419,"a","nitrogen:appl:var","pre61_DM_rel","DFG2020",NA,"61_87","biomass"
"220_Split_Patras",0.471433798100459,"a","nitrogen:appl:var","pre61_DM_rel","DFG2020",NA,"61_87","biomass"
"220_Split_Esket",0.470708457934111,"a","nitrogen:appl:var","pre61_DM_rel","DFG2020",NA,"61_87","biomass"
"220_Combined_Patras",0.466518803707389,"a","nitrogen:appl:var","pre61_DM_rel","DFG2020",NA,"61_87","biomass"
"220_Combined_Torrild",0.455644042267705,"a","nitrogen:appl:var","pre61_DM_rel","DFG2020",NA,"61_87","biomass"
"176_Combined_Apertus",0.40843083101049,"a","nitrogen:appl:var","pre61_DM_rel","DFG2020",NA,"61_87","biomass"
"176_Combined_Alves",0.392837245095566,"a","nitrogen:appl:var","pre61_DM_rel","DFG2020",NA,"61_87","biomass"
"220_Split_Apertus",0.388689864822322,"a","nitrogen:appl:var","pre61_DM_rel","DFG2020",NA,"61_87","biomass"
"220_Combined_Capone",0.378101745749904,"a","nitrogen:appl:var","pre61_DM_rel","DFG2020",NA,"61_87","biomass"
"176_Combined_Pionier",0.373669316307911,"a","nitrogen:appl:var","pre61_DM_rel","DFG2020",NA,"61_87","biomass"
"176_Combined_Potenzial",0.350388409239593,"a","nitrogen:appl:var","pre61_DM_rel","DFG2020",NA,"61_87","biomass"
"220_Split_Pionier",0.331255512168838,"a","nitrogen:appl:var","pre61_DM_rel","DFG2020",NA,"61_87","biomass"
"176_Combined_Capone",0.330290543365537,"a","nitrogen:appl:var","pre61_DM_rel","DFG2020",NA,"61_87","biomass"
"176_Combined_Esket",0.326944886678549,"a","nitrogen:appl:var","pre61_DM_rel","DFG2020",NA,"61_87","biomass"
"220_Split_Potenzial",0.321656933753337,"a","nitrogen:appl:var","pre61_DM_rel","DFG2020",NA,"61_87","biomass"
"220_Split_Capone",0.316626544660968,"a","nitrogen:appl:var","pre61_DM_rel","DFG2020",NA,"61_87","biomass"
"176_Split_Apertus",0.307769780314221,"a","nitrogen:appl:var","pre61_DM_rel","DFG2020",NA,"61_87","biomass"
"220_Split_Torrild",0.29124964815214,"a","nitrogen:appl:var","pre61_DM_rel","DFG2020",NA,"61_87","biomass"
"176_Split_Potenzial",0.270863822205435,"a","nitrogen:appl:var","pre61_DM_rel","DFG2020",NA,"61_87","biomass"
"220_Combined_Pionier",0.270570481662132,"a","nitrogen:appl:var","pre61_DM_rel","DFG2020",NA,"61_87","biomass"
"176_Split_Patras",0.266255122886547,"a","nitrogen:appl:var","pre61_DM_rel","DFG2020",NA,"61_87","biomass"
"176_Split_Pionier",0.253622818694617,"a","nitrogen:appl:var","pre61_DM_rel","DFG2020",NA,"61_87","biomass"
"176_Split_Esket",0.238397145908388,"a","nitrogen:appl:var","pre61_DM_rel","DFG2020",NA,"61_87","biomass"
"176_Combined_Torrild",0.233531027769503,"a","nitrogen:appl:var","pre61_DM_rel","DFG2020",NA,"61_87","biomass"
"220",0.137898953488665,"a","nitrogen","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176",0.0936962189470431,"b","nitrogen","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Split_Apertus",0.159289439653966,"a","nitrogen:appl:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Combined_Capone",0.155704134240385,"ab","nitrogen:appl:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Split_Torrild",0.154032885513736,"ab","nitrogen:appl:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Combined_Alves",0.149231212520514,"abc","nitrogen:appl:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Combined_Torrild",0.148899121063589,"abc","nitrogen:appl:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Split_Esket",0.146386928623873,"abcd","nitrogen:appl:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Combined_Patras",0.140901762054254,"abcde","nitrogen:appl:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Split_Patras",0.140389787003418,"abcde","nitrogen:appl:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Split_Pionier",0.137629466738795,"abcde","nitrogen:appl:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Combined_Esket",0.137453348698473,"abcde","nitrogen:appl:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Combined_Apertus",0.130806585957517,"abcde","nitrogen:appl:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Split_Capone",0.129400838867609,"abcde","nitrogen:appl:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Combined_Potenzial",0.125213315892488,"abcde","nitrogen:appl:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176_Split_Torrild",0.124575583086125,"abcde","nitrogen:appl:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Split_Alves",0.123229653850379,"abcde","nitrogen:appl:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176_Split_Alves",0.122567635077297,"abcde","nitrogen:appl:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Split_Potenzial",0.120136133377342,"abcde","nitrogen:appl:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Combined_Pionier",0.107678641762297,"abcde","nitrogen:appl:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176_Combined_Patras",0.104519157994417,"abcde","nitrogen:appl:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176_Split_Capone",0.0996918928168255,"abcde","nitrogen:appl:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176_Combined_Capone",0.0996624853978298,"abcde","nitrogen:appl:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176_Combined_Pionier",0.0954073234345083,"abcde","nitrogen:appl:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176_Combined_Potenzial",0.0946609943155074,"abcde","nitrogen:appl:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176_Split_Esket",0.0920342473360238,"abcde","nitrogen:appl:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176_Combined_Apertus",0.0894258586224758,"abcde","nitrogen:appl:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176_Split_Potenzial",0.0887538331174486,"bcde","nitrogen:appl:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176_Combined_Torrild",0.0865709886555723,"bcde","nitrogen:appl:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176_Combined_Alves",0.0864625778826593,"bcde","nitrogen:appl:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176_Split_Pionier",0.0816186373363644,"cde","nitrogen:appl:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176_Split_Apertus",0.0794216875734866,"cde","nitrogen:appl:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176_Combined_Esket",0.0779855301866373,"de","nitrogen:appl:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176_Split_Patras",0.0757810703195122,"e","nitrogen:appl:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Combined_Early_Capone",0.182678226150604,"a","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Split_Early_Apertus",0.179502958884221,"ab","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Split_Late_Esket",0.165387986161845,"abc","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Combined_Late_Torrild",0.163417643634677,"abc","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Split_Early_Capone",0.163055340334434,"abcd","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Split_Early_Torrild",0.161612162069869,"abcde","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Combined_Early_Alves",0.161564822728926,"abcde","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Split_Early_Patras",0.15724190718109,"abcdef","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Combined_Early_Esket",0.154151144315764,"abcdef","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Combined_Early_Patras",0.149626732109616,"abcdef","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176_Split_Late_Alves",0.14851396956467,"abcdef","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Combined_Late_Apertus",0.147605700757081,"abcdef","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Split_Late_Torrild",0.146453608957602,"abcdef","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Split_Late_Pionier",0.141573080829789,"abcdefg","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Split_Late_Apertus",0.139075920423711,"abcdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176_Split_Late_Torrild",0.137606898292581,"abcdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Combined_Late_Alves",0.136897602312102,"abcdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Combined_Early_Torrild",0.134380598492502,"abcdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Split_Early_Pionier",0.133685852647801,"abcdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Combined_Late_Potenzial",0.133575738911782,"abcdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Combined_Late_Patras",0.132176791998891,"abcdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Combined_Late_Pionier",0.131579337379753,"abcdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Combined_Late_Capone",0.128730042330165,"abcdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Split_Early_Alves",0.128445185552749,"abcdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Split_Early_Esket",0.1273858710859,"abcdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Split_Late_Patras",0.123537666825746,"abcdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Split_Late_Potenzial",0.12269296048547,"abcdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176_Combined_Late_Patras",0.122317821570481,"abcdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Combined_Late_Esket",0.120755553081182,"abcdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Split_Late_Alves",0.11801412214801,"abcdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Split_Early_Potenzial",0.117579306269213,"abcdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Combined_Early_Potenzial",0.116850892873195,"abcdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Combined_Early_Apertus",0.114007471157953,"abcdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176_Split_Early_Torrild",0.111544267879669,"abcdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176_Combined_Late_Potenzial",0.109694674055096,"abcdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176_Combined_Early_Capone",0.108889332315483,"abcdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176_Split_Late_Capone",0.102660289655158,"abcdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176_Combined_Early_Pionier",0.102590086779225,"abcdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176_Split_Early_Esket",0.0994195315098625,"bcdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176_Split_Late_Apertus",0.0975521892277993,"bcdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176_Split_Late_Potenzial",0.097339210838049,"bcdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176_Split_Early_Capone",0.0967234959784929,"cdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176_Split_Early_Alves",0.0966213005899233,"cdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Split_Late_Capone",0.0957463374007833,"cdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176_Combined_Late_Torrild",0.093238339377833,"cdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176_Split_Late_Patras",0.0929877112836415,"cdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176_Combined_Late_Capone",0.0904356384801763,"cdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176_Combined_Early_Alves",0.0901100283805897,"cdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176_Combined_Early_Apertus",0.0897718156179809,"cdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176_Combined_Late_Apertus",0.0890799016269707,"cdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176_Combined_Late_Pionier",0.088224560089792,"cdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176_Combined_Early_Patras",0.0867204944183529,"cdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176_Split_Late_Esket",0.084648963162185,"cdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"220_Combined_Early_Pionier",0.0837779461448407,"cdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176_Split_Late_Pionier",0.0831586638945169,"cdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176_Combined_Late_Alves",0.0828151273847289,"cdefgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
"176_Combined_Late_Esket",0.0803650550028598,"defgh","nitrogen:appl:timeid:var","pre61_N","DFG2020",NA,"61_87","nitrogen"
